geoid,name,state,type,cdbg_fy25,exempt_A,exempt_B,exempt_C,exempt_D,eligible,current_rate,prior_rate,hgir,recent_change,bps_permits_latest,extreme,bna_class,adjustment,adjusted_cdbg
10003,New Castle County,DE,Urban County,2509120,False,False,False,False,True,0.011761164274886493,0.005612683455114675,0.35389286905943224,1279.970639999985,1586.0,False,bonus,149856.55099667312,2658976.5509966733
1077580,Wilmington,DE,Principal City,2261378,True,False,False,False,False,0.008253658968923938,-0.00320219510351738,1.0,-258.0,304.0,False,,0.0,2261378.0
1207300,Boca Raton,FL,Principal City,516588,False,False,True,False,False,-0.01472690649285835,0.02923214943594843,-1.0,317.0,75.0,False,,0.0,516588.0
1207875,Boynton Beach,FL,Metro City,518962,False,True,True,False,False,0.02019804500636213,0.0032531984429089444,0.7225564222258704,-10.0,36.0,False,,0.0,518962.0
1207950,Bradenton,FL,Principal City,447763,True,True,True,False,False,0.01525987002576401,0.0140035051904297,0.042933011863890085,906.0,212.0,False,,0.0,447763.0
12009,Brevard County,FL,Urban County,1350422,False,True,True,False,False,0.009400338840355849,0.014723460551250955,-0.22065851338272763,1903.0,4603.0,False,,0.0,1350422.0
12011,Broward County,FL,Urban County,3978959,False,False,True,False,False,0.0011311552896224875,0.004985632198003076,-0.6301472654033357,-1207.0,1655.0,False,,0.0,3978959.0
1210275,Cape Coral,FL,Principal City,1110919,False,True,True,False,False,0.037016598766819175,0.017867814843464114,0.34889293086602813,4765.0,3397.0,False,,0.0,1110919.0
12019,Clay County,FL,Urban County,1060250,True,False,True,False,False,0.019968888217461345,0.01126505168416947,0.2786659819639796,1871.0,1880.0,False,,0.0,1060250.0
1212875,Clearwater,FL,Principal City,925886,False,True,True,False,False,0.008153426467875757,-0.0063976483059818845,1.0,32.0,159.0,False,,0.0,925886.0
1213150,Cocoa,FL,Metro City,105087,True,True,True,False,False,0.03359707802421563,0.0019252769529405356,0.8916019529573054,122.0,4.0,False,,0.0,105087.0
12021,Collier County,FL,Urban County,2677254,False,True,True,False,False,0.024342366193184084,0.01569306211101673,0.2160412526736926,4673.0,3524.0,False,,0.0,2677254.0
1214400,Coral Springs,FL,Metro City,794085,False,False,True,False,False,0.012676687897565708,0.0027332884032544857,0.6452572865918026,493.0,14.0,False,,0.0,794085.0
1215475,Crestview,FL,Metro City,164652,True,True,True,False,False,0.03826842109803752,0.0026737786782999873,0.8693876395061071,451.0,310.0,False,,0.0,164652.0
1216475,Davie,FL,Metro City,714145,False,True,True,False,False,0.01314832482313566,0.008861766216093248,0.19475424247007503,896.0,135.0,False,,0.0,714145.0
1216525,Daytona Beach,FL,Principal City,619516,True,True,True,False,False,0.029874636773409513,0.004535055580811909,0.7364082460181867,1796.0,1506.0,False,,0.0,619516.0
1216725,Deerfield Beach,FL,Principal City,721028,False,False,True,False,False,0.022877828875684125,-0.0011738246241359551,1.0,269.0,13.0,False,,0.0,721028.0
1217100,Delray Beach,FL,Principal City,457791,False,True,True,False,False,0.007391177873460775,0.009214234961668843,-0.10978691745328344,430.0,191.0,False,,0.0,457791.0
1217200,Deltona,FL,Principal City,528176,False,False,True,False,False,0.010190789089432606,0.0018129111039146828,0.6979412889836356,578.0,158.0,False,,0.0,528176.0
12033,Escambia County,FL,Urban County,1806149,True,False,True,False,False,0.007908307783101476,0.007232041580355508,0.044666485991282055,1120.0,1462.0,False,,0.0,1806149.0
1224300,Fort Pierce,FL,Metro City,574680,True,False,True,False,False,0.01168833547070447,-0.0012096846853087984,1.0,163.0,399.0,False,,0.0,574680.0
1224475,Fort Walton Beach,FL,Principal City,132070,True,True,True,False,False,-0.014034202561772346,0.025586760863524072,-1.0,13.0,16.0,False,,0.0,132070.0
1224000,Ft Lauderdale,FL,Principal City,1518117,False,True,True,False,False,0.011871570950514165,0.002636938956426249,0.6364976178339554,457.0,255.0,False,,0.0,1518117.0
1224125,Ft Myers,FL,Principal City,738136,False,True,True,False,False,0.039295091880602095,0.024003606230021957,0.24157662174751138,1916.0,1721.0,False,,0.0,738136.0
1225175,Gainesville,FL,Principal City,1442129,True,True,True,False,False,0.018580187130847525,0.011358794109462611,0.2412036990644812,367.0,1218.0,False,,0.0,1442129.0
12053,Hernando County,FL,Urban County,1137403,True,True,True,False,False,0.012649726263258998,0.005403065084273573,0.4014149966883591,1544.0,2505.0,False,,0.0,1137403.0
1230000,Hialeah,FL,Metro City,2427498,False,False,True,False,False,0.0044879542670281936,0.013519692617680823,-0.5015501696849589,-570.0,305.0,False,,0.0,2427498.0
12057,Hillsborough County,FL,Urban County,7456094,False,False,True,False,False,0.01816008888625653,0.012989423143791257,0.1659950800345601,7123.0,9053.0,False,,0.0,7456094.0
1232000,Hollywood,FL,Metro City,1249460,False,True,True,False,False,0.00978916317087486,-0.003815828436587232,1.0,290.0,27.0,False,,0.0,1249460.0
1232275,Homestead,FL,Metro City,878963,False,False,True,False,False,0.05851075526765315,-0.019041045560660996,1.0,733.0,813.0,True,,0.0,878963.0
12031,Jacksonville,FL,Urban County,6940619,True,True,True,False,False,0.0220129470319117,0.008193548173665466,0.4574975932889657,8802.0,6495.0,False,,0.0,6940619.0
1235875,Jupiter,FL,Principal City,312843,False,False,True,False,False,-0.012737092202645517,0.01574448915976978,-1.0,-3.0,40.0,False,,0.0,312843.0
1236950,Kissimmee,FL,Principal City,1000854,False,True,True,False,False,0.013264987636719683,0.02128471411825683,-0.2321214388017689,384.0,869.0,False,,0.0,1000854.0
12069,Lake County,FL,Urban County,1848798,True,True,True,False,False,0.03664336911519528,0.014740949598052833,0.42624715215880593,4109.0,4990.0,False,,0.0,1848798.0
1238250,Lakeland,FL,Principal City,825858,True,True,True,False,False,0.0204395714140575,0.004879757032957954,0.6145429336193029,970.0,380.0,False,,0.0,825858.0
1239425,Largo,FL,Principal City,587919,False,True,True,False,False,-0.00036280607969296774,0.005330399800214103,-1.0,328.0,53.0,False,,0.0,587919.0
1239550,Lauderhill,FL,Metro City,780917,False,True,True,False,False,0.020578667024401254,-0.005958913138420563,1.0,559.0,0.0,False,,0.0,780917.0
12071,Lee County,FL,Urban County,3044711,False,True,True,False,False,0.01568827052867916,0.007310752183853353,0.36425540552472135,4270.0,15411.0,False,,0.0,3044711.0
12081,Manatee County,FL,Urban County,1833537,False,True,True,False,False,0.03289308669013802,0.019433746162050625,0.2572168005296051,5927.0,7472.0,False,,0.0,1833537.0
12083,Marion County,FL,Urban County,2173037,True,True,True,False,False,0.021916993555177955,0.006385638241438674,0.5487601091427808,4853.0,6729.0,False,,0.0,2173037.0
1243975,Melbourne,FL,Principal City,603059,True,False,True,False,False,0.016717711639759658,-0.011697787000880977,1.0,508.0,59.0,False,,0.0,603059.0
1245000,Miami,FL,Principal City,5026283,False,False,True,False,False,0.014729374706651255,0.019762719272220286,-0.14592748612630635,4017.0,6023.0,False,,0.0,5026283.0
1245025,Miami Beach,FL,Principal City,858270,False,True,True,False,False,-0.016634177926285743,0.0011321356285092232,-1.0,18.0,71.0,False,,0.0,858270.0
1245060,Miami Gardens,FL,Metro City,970105,False,False,True,False,False,0.024400944700479377,-0.013760330510324659,1.0,723.0,15.0,False,,0.0,970105.0
12086,Miami-Dade County,FL,Urban County,13151137,False,False,True,False,False,0.017409136654441992,0.0023366329412513043,0.7633282481164024,5426.0,10608.0,False,,0.0,13151137.0
1245975,Miramar,FL,Metro City,824752,False,False,True,False,False,0.00624287974565485,0.016689739130577808,-0.4555458511435025,122.0,449.0,False,,0.0,824752.0
1249450,North Miami,FL,Metro City,765353,False,False,True,False,False,0.0028387363971011936,0.002776241951364833,0.011129953110760225,227.0,9.0,False,,0.0,765353.0
1250750,Ocala,FL,Principal City,510378,True,True,True,False,False,0.024791600181124807,0.0009324894985660581,0.9275006804767706,1236.0,771.0,False,,0.0,510378.0
12095,Orange County,FL,Urban County,7439307,False,True,True,False,False,0.017083108673670244,0.014789561755164105,0.07195967227243154,7756.0,8052.0,False,,0.0,7439307.0
1253000,Orlando,FL,Principal City,2522385,False,True,True,False,False,0.02249544603869702,0.017084416555833037,0.13671167932785566,2139.0,1970.0,False,,0.0,2522385.0
12097,Osceola County,FL,Urban County,1634093,False,True,True,False,False,0.031210740754090693,0.02907690022055731,0.03539432790927578,6831.0,8813.0,False,,0.0,1634093.0
1254000,Palm Bay,FL,Principal City,814260,True,False,True,False,False,0.029383178471702465,-0.004636668828489343,1.0,1321.0,3062.0,False,,0.0,814260.0
12099,Palm Beach County,FL,Urban County,6609628,False,True,True,False,False,0.009799895931273062,0.0028611603436294875,0.548037654756967,2751.0,4089.0,False,,0.0,6609628.0
1254075,Palm Beach Gardens,FL,Metro City,260237,False,True,True,False,False,0.007930462899099266,0.013188371616854377,-0.24896775026970205,445.0,677.0,False,,0.0,260237.0
1254200,Palm Coast,FL,Metro City,462211,False,False,True,False,False,0.03769690861042685,0.012535510664955396,0.5008995845398686,1782.0,2095.0,False,,0.0,462211.0
1254700,Panama,FL,Principal City,360009,True,True,True,False,False,-0.007275330238083688,-0.0009667501610861606,-0.7654111306209698,461.0,288.0,False,,0.0,360009.0
1254725,Panama  Beach,FL,Principal City,105177,False,True,True,False,False,0.04771312847981868,-1.190717169285982e-05,1.0,126.0,418.0,True,,0.0,105177.0
12101,Pasco County,FL,Urban County,3160581,False,False,True,False,False,0.02303682312452926,0.010410952937160323,0.37748011001037396,6586.0,6765.0,False,,0.0,3160581.0
1255775,Pembroke Pines,FL,Metro City,1125411,False,False,True,False,False,0.010527505938233483,0.002230981716920377,0.6502748950783113,435.0,0.0,False,,0.0,1125411.0
1255925,Pensacola,FL,Principal City,753536,True,False,True,False,False,0.024168535051117823,-0.004385616923770264,1.0,461.0,93.0,False,,0.0,753536.0
12103,Pinellas County,FL,Urban County,2339516,False,True,True,False,False,0.0015177400883172876,-0.0018850081927954676,1.0,690.0,2627.0,False,,0.0,2339516.0
1256975,Pinellas Park,FL,Metro City,361300,False,True,True,False,False,0.012557861430465334,0.0024337089197625783,0.6753230164809814,435.0,17.0,False,,0.0,361300.0
1257425,Plantation,FL,Metro City,630799,False,True,True,False,False,0.012028066834362638,0.0011394038661396433,0.826936563284522,588.0,14.0,False,,0.0,630799.0
12105,Polk County,FL,Urban County,4234555,True,False,True,False,False,0.030625080757770595,0.01051409240561263,0.4888525170957536,10087.0,10384.0,False,,0.0,4234555.0
1258050,Pompano Beach,FL,Principal City,1024414,False,True,True,False,False,0.023047613271605982,-0.00530234967525689,1.0,1024.0,314.0,False,,0.0,1024414.0
1258575,Port Orange,FL,Metro City,354806,True,False,True,False,False,0.013512806068006089,0.007135729094942089,0.3088391947777029,222.0,90.0,False,,0.0,354806.0
1258715,Port St Lucie,FL,Principal City,1086454,False,True,True,False,False,0.044346957766149275,0.010806289351400933,0.6081358789857257,4513.0,3798.0,True,,0.0,1086454.0
1263650,Sanford,FL,Principal City,437753,False,False,True,False,False,0.01820878114157165,-0.004559012295473175,1.0,1019.0,642.0,False,,0.0,437753.0
1264175,Sarasota City,FL,Principal City,371559,False,False,True,False,False,0.0030029820897361503,0.019655079375458406,-0.7349303607151845,201.0,1102.0,False,,0.0,371559.0
12115,Sarasota County,FL,Urban County,1767490,False,False,True,False,False,0.023382627135976053,0.008633926531135927,0.4606585942443354,5974.1912500000035,7466.0,False,,0.0,1767490.0
1264825,Sebastian,FL,Principal City,116320,True,False,True,False,False,0.022848894659427188,0.02074827483020658,0.048182481886125145,85.0,169.0,False,,0.0,116320.0
12117,Seminole County,FL,Urban County,2292412,False,True,True,False,False,0.008408531243585537,0.009271478212328654,-0.048809191584139676,1379.0,2280.0,False,,0.0,2292412.0
1263000,St Petersburg,FL,Principal City,1744727,False,True,True,False,False,0.007575090460343992,0.0128918835122116,-0.25977426164693224,469.0,1613.0,False,,0.0,1744727.0
1262625,St. Cloud,FL,Metro City,345240,False,False,True,False,False,0.03794498135919744,0.04038437897170777,-0.031142825655731222,1399.0,1861.0,False,,0.0,345240.0
12109,St. Johns County,FL,Urban County,1138383,False,False,True,False,False,0.0459877612006665,0.0294152240292056,0.21978622094255526,6064.714286000002,5575.0,True,,0.0,1138383.0
1269700,Sunrise,FL,Metro City,675995,False,True,True,False,False,0.009201957551264517,0.006751060164872147,0.1536322111592253,-1033.0,0.0,False,,0.0,675995.0
1270600,Tallahassee,FL,Principal City,1880342,True,False,True,False,False,0.019946257044411775,0.007538623623097207,0.45143486600551797,2129.0,1460.0,False,,0.0,1880342.0
1270675,Tamarac,FL,Metro City,496342,False,True,True,False,False,0.017567041323097943,-0.0030962307137913925,1.0,-2.0,14.0,False,,0.0,496342.0
1271000,Tampa,FL,Principal City,3057626,False,False,True,False,False,0.013232537091171004,0.012958162546804708,0.01047602958908594,5349.0,2546.0,False,,0.0,3057626.0
1271900,Titusville,FL,Principal City,280901,True,True,True,False,False,-0.005009644677148817,0.0036857884523835427,-1.0,-210.0,128.0,False,,0.0,280901.0
12127,Volusia County,FL,Urban County,1718768,True,True,True,False,False,0.01303208866157779,0.0037254879017374343,0.555366745583837,2270.7489760000026,3403.0,False,,0.0,1718768.0
1275812,Wellington,FL,Metro City,289551,False,True,True,False,False,-0.001293086742757965,0.006003784114917199,-1.0,212.0,47.0,False,,0.0,289551.0
1276600,West Palm Beach,FL,Principal City,970113,False,True,True,False,False,0.03643868872182576,-0.007820179454901433,1.0,1678.0,230.0,False,,0.0,970113.0
1301052,Albany,GA,Principal City,734345,True,True,True,False,False,-0.005191377410346587,0.001974513430049507,-1.0,-118.0,45.0,False,,0.0,734345.0
13059,Athens-Clarke County,GA,Principal City,1221913,True,False,True,False,False,0.01813245866740587,0.006348726536932858,0.48133830254201154,1005.0,1172.0,False,,0.0,1221913.0
1304000,Atlanta,GA,Principal City,6602130,False,True,True,False,False,0.015412955910636628,0.016704226367680652,-0.04020497333341032,6777.0,8109.0,False,,0.0,6602130.0
13245,Augusta-Richmond County,GA,Principal City,1686245,True,True,True,False,False,0.010005177412677035,0.004387928593764467,0.3902735668311357,493.0,558.0,False,,0.0,1686245.0
1310944,Brookhaven,GA,Metro City,349486,False,True,True,False,False,0.021755101126912813,0.012252528046298838,0.2794247441423909,-250.0,117.0,False,,0.0,349486.0
1311560,Brunswick,GA,Principal City,384717,True,False,True,False,False,-0.014409045958824418,0.0183608813392091,-1.0,34.0,,False,,0.0,384717.0
13057,Cherokee County,GA,Urban County,1127016,False,False,True,False,False,0.029091459294517286,0.019682773947744536,0.19290278332085242,2484.622881000003,2665.0,False,,0.0,1127016.0
13063,Clayton County,GA,Urban County,2461457,True,True,True,False,False,0.01818718673506825,0.0018282562863825014,0.8173154314472939,646.0851760000078,930.0,False,,0.0,2461457.0
13067,Cobb County,GA,Urban County,3420467,False,False,True,False,False,0.009199056052405785,0.007468658306613696,0.10381733862961906,2548.0,1604.0,False,,0.0,3420467.0
13215,Columbus-Muscogee County,GA,Principal City,1690979,True,False,True,False,False,0.016685344148961168,0.0036055932157366133,0.6446104829036008,743.0,291.0,False,,0.0,1690979.0
1321380,Dalton,GA,Principal City,312286,True,False,True,False,False,0.0081728154512688,-0.00770755232435516,1.0,471.0,,False,,0.0,312286.0
13089,De Kalb County,GA,Urban County,4639475,False,True,True,False,False,0.010732254128513752,0.0026228268070840333,0.6072166361653527,2020.581675000023,1238.0,False,,0.0,4639475.0
13121,Fulton County,GA,Urban County,1254161,False,True,True,False,False,0.011425925767315714,-0.07274197675500527,1.0,-78.5816750000231,11577.0,False,,0.0,1254161.0
1331908,Gainesville,GA,Principal City,406937,False,False,True,False,False,0.030183450813277224,0.03573642394925591,-0.08423822338835557,434.0,779.0,False,,0.0,406937.0
13135,Gwinnett County,GA,Urban County,5816102,False,False,True,False,False,0.019572103089349424,0.009771732360279284,0.3339839724051529,4767.775131999981,5603.0,False,,0.0,5816102.0
13151,Henry County,GA,Urban County,1175509,True,False,True,False,False,0.023427989328724808,0.011369011180036859,0.3465522307203339,2143.0,1887.0,False,,0.0,1175509.0
1338964,Hinesville,GA,Principal City,254726,True,False,True,False,False,-0.008550707206577801,0.007204754388155932,-1.0,318.0,148.0,False,,0.0,254726.0
1342425,Johns Creek,GA,Metro City,307314,False,False,True,False,False,0.0029562951426980177,0.013534667563252167,-0.6414648198032317,92.0,129.0,False,,0.0,307314.0
1349008,Macon-Bibb County,GA,Principal City,1834622,True,True,True,False,False,0.005170830711246133,0.0008864248168489741,0.7073180047506636,93.0,154.0,False,,0.0,1834622.0
1349756,Marietta,GA,Principal City,417640,False,False,True,False,False,-0.0007078993684559443,0.009554266907963793,-1.0,-85.0,98.0,False,,0.0,417640.0
1366668,Rome,GA,Principal City,418859,True,False,True,False,False,0.007759189134653788,-0.0013871065498481938,1.0,195.0,,False,,0.0,418859.0
1367284,Roswell,GA,Principal City,400668,False,True,True,False,False,0.0037273147139007534,-0.0005596187234817585,1.0,-113.0,167.0,False,,0.0,400668.0
1368516,Sandy Springs,GA,Principal City,485216,False,False,True,False,False,0.013198241570847813,0.018738179220115336,-0.17346770590006522,-562.0,348.0,False,,0.0,485216.0
1369000,Savannah,GA,Principal City,2212947,True,False,True,False,False,0.01932174016327548,0.0006469042981576134,0.9352079907670221,21.0,579.0,False,,0.0,2212947.0
1372122,South Fulton,GA,Metro City,534631,True,True,True,False,False,0.03133074633508204,,,1153.0,783.0,False,,0.0,534631.0
1378800,Valdosta,GA,Principal City,600391,True,True,True,False,False,0.006823097899206099,0.005498889368497517,0.10746712376333817,627.0,545.0,False,,0.0,600391.0
1380508,Warner Robins,GA,Principal City,495380,True,True,True,False,False,0.013986127336889309,0.016094564821152124,-0.070092718385111,723.0,755.0,False,,0.0,495380.0
15001,Hawaii Co,HI,Hawaii County,2743195,False,True,True,False,False,0.006542984090315729,0.009174131455966572,-0.1674065039416988,949.0,982.0,False,,0.0,2743195.0
15003,Honolulu,HI,Principal City,7882630,False,False,False,False,True,0.013187203774234213,0.006242958769975271,0.357395106111886,1975.0,1638.0,False,bonus,231229.2789922376,8113859.2789922375
15007,Kauai,HI,Hawaii County,738234,False,False,True,False,False,-0.0035392796806988924,0.00593342081315007,-1.0,79.0,141.0,False,,0.0,738234.0
15009,Maui Co,HI,Hawaii County,1889272,False,True,True,False,False,-0.0024446476613086965,0.006266241918596593,-1.0,-24.0,1118.0,False,,0.0,1889272.0
1608830,Boise,ID,Principal City,1367844,False,False,False,False,True,0.018857679225201096,0.009879044637414625,0.31244461375316995,1446.0,741.0,False,bonus,169294.95565710156,1537138.9556571015
1612250,Caldwell,ID,Metro City,464994,False,False,False,False,True,0.04991317167238596,0.006214183399099182,0.7785684577089139,955.0,1434.0,True,bonus,111809.60072789212,576803.6007278921
1616750,Coeur D'Alene,ID,Principal City,290998,False,False,False,False,True,0.027689091629814033,0.01879139217468584,0.19142871861128927,574.0,401.0,False,penalty,-29099.800000000003,261898.2
1639700,Idaho Falls,ID,Principal City,412342,False,False,False,False,True,0.01508801182029984,0.010970703249890246,0.15800121223627012,642.0,1729.0,False,penalty,-41234.200000000004,371107.8
1646540,Lewiston,ID,Principal City,251391,False,False,False,False,True,0.008931203199195048,0.004758577209103221,0.3047986063795827,110.0,95.0,False,bonus,12878.592753998044,264269.59275399806
1652120,Meridian,ID,Metro City,523218,False,False,False,False,True,0.055088738542844906,0.05221502458212002,0.026781110718159893,2824.0,1551.0,True,bonus,330628.5994299134,853846.5994299133
1656260,Nampa,ID,Metro City,653242,False,False,False,False,True,0.03579240839289399,0.0223175531834936,0.23188546066559038,2169.0,1450.0,False,penalty,-65324.200000000004,587917.8
1664090,Pocatello,ID,Principal City,380283,True,False,False,False,False,0.009005632603371172,0.006837351875281561,0.13686062313645583,296.0,127.0,False,,0.0,380283.0
1682810,Twin Falls,ID,Principal City,332639,True,False,False,False,False,0.024095482241670574,0.01680520243296213,0.17824346625742427,570.0,401.0,False,,0.0,332639.0
1702154,Arlington Heights,IL,Principal City,332747,False,False,True,False,False,0.0022143004326502513,0.00661796289275518,-0.49858822114577134,-29.0,321.0,False,,0.0,332747.0
1703012,Aurora,IL,Metro City,1192246,False,False,True,False,False,-0.010774621818855024,0.0015912380754923294,-1.0,271.0,488.0,False,,0.0,1192246.0
1705573,Berwyn,IL,Metro City,1410085,True,False,True,False,False,0.0246072542833069,-0.009978224586628892,1.0,40.0,6.0,False,,0.0,1410085.0
1706613,Bloomington,IL,Principal City,543236,True,False,False,False,False,0.013511904083519433,0.007419901114197325,0.2910404961148131,149.0,88.0,False,,0.0,543236.0
1712385,Champaign,IL,Principal City,766743,True,True,False,False,False,0.010874024621178036,0.015191185872359014,-0.16562924946458546,-185.0,378.0,False,,0.0,766743.0
1714000,Chicago,IL,Principal City,74498058,False,False,True,False,False,0.010103612951010366,0.003907552311855911,0.4422230787310635,8855.0,4371.0,False,,0.0,74498058.0
1714351,Cicero,IL,Metro City,1751533,True,False,True,False,False,0.012368299686331907,-0.0015832961755009034,1.0,-535.0,0.0,False,,0.0,1751533.0
17031,Cook County,IL,Urban County,10516157,True,False,True,False,False,0.0018179146603336527,-0.0018339789447991972,1.0,-1980.9916300002951,6507.0,False,,0.0,10516157.0
1718563,Danville,IL,Principal City,946586,True,True,True,False,False,-0.009190454630535583,-0.003897329679727779,-0.4044324711751986,223.0,0.0,False,,0.0,946586.0
1718823,Decatur,IL,Principal City,1313759,True,True,True,False,False,-0.0027371115756321673,0.0034588540603694984,-1.0,-103.0,3.0,False,,0.0,1313759.0
1719161,Dekalb,IL,Metro City,400667,True,False,False,False,False,0.0027591103585478116,0.0036176473074684967,-0.13463534195381002,392.0,81.0,False,,0.0,400667.0
1719642,Des Plaines,IL,Principal City,316052,False,False,True,False,False,0.004512151494873162,-0.0014938180248013078,1.0,-117.0,3.0,False,,0.0,316052.0
17043,Dupage County,IL,Urban County,3703858,False,False,False,False,True,0.004049884099986079,0.0013656259978678253,0.4956611757001413,578.0412779999897,1450.0,False,bonus,67675.98376693124,3771533.983766931
1723074,Elgin,IL,Principal City,763920,False,False,True,False,False,0.006275917561803013,0.010334477132582842,-0.24433853893619886,412.0,398.0,False,,0.0,763920.0
1724582,Evanston,IL,Principal City,1699600,False,False,True,False,False,0.016061880330267675,-0.001813242833543116,1.0,181.0,65.0,False,,0.0,1699600.0
1735411,Hoffman Estates,IL,Principal City,229562,False,False,True,False,False,0.008182610615589114,0.0019289054440541076,0.6184735438926519,-191.0,6.0,False,,0.0,229562.0
1738570,Joliet,IL,Metro City,926791,True,False,True,False,False,0.010261270682188295,0.0005994808810265706,0.8896060042369444,178.0,353.0,False,,0.0,926791.0
17089,Kane County,IL,Urban County,1260181,False,False,False,False,True,0.0057104056143959525,0.005167778643649257,0.049882127189138536,484.6117919999815,2132.0,False,penalty,-126018.1,1134162.9
1738934,Kankakee,IL,Principal City,589549,True,False,False,False,False,-0.0018003537462968344,0.0035169369081993196,-1.0,-260.0,40.0,False,,0.0,589549.0
17097,Lake County,IL,Urban County,2890601,False,False,False,False,True,0.004510644562826016,0.0029444491331671596,0.21008393636965636,98.29350400000112,1042.0,False,penalty,-289060.10000000003,2601540.9
17119,Madison County,IL,Urban County,2773468,True,False,False,False,False,-0.00038117638405532617,0.0029517429849013066,-1.0,226.20052199999918,366.0,False,,0.0,2773468.0
17111,Mchenry County,IL,Urban County,1308967,True,False,False,False,False,0.004930338998167416,0.003281079878077353,0.2008494688854917,742.6739749999979,1565.0,False,,0.0,1308967.0
1749867,Moline,IL,Principal City,817172,True,False,False,False,False,-0.007373855051336142,0.005020694988823626,-1.0,-81.0,71.0,False,,0.0,817172.0
1751089,Mount Prospect,IL,Metro City,292098,False,False,True,False,False,0.0041349725627857215,0.004008604152063944,0.015517556369469353,-542.0,3.0,False,,0.0,292098.0
1751622,Naperville,IL,Principal City,566641,False,False,True,False,False,0.009007062890258544,0.007935807799741124,0.06322748429814293,560.0,369.0,False,,0.0,566641.0
1753234,Normal,IL,Metro City,451114,True,False,False,False,False,0.006339841206928876,0.006731103613613509,-0.02993375093051599,336.0,103.0,False,,0.0,451114.0
1754885,Oak Park,IL,Metro City,1574409,False,False,True,False,False,0.014076587859355172,-0.005754521946735647,1.0,199.0,0.0,False,,0.0,1574409.0
1757225,Palatine Village,IL,Metro City,462638,False,False,True,False,False,0.0004220449574094953,0.002589605456398303,-0.7197251344482043,299.0,5.0,False,,0.0,462638.0
1758447,Pekin,IL,Metro City,438443,True,True,False,False,False,-0.0071500341500290165,0.0011588597056089167,-1.0,-197.0,7.0,False,,0.0,438443.0
1759000,Peoria,IL,Principal City,1828722,True,True,False,False,False,0.00048580256332320104,0.005065019555387851,-0.8249619415165087,-516.0,36.0,False,,0.0,1828722.0
1762783,Rantoul,IL,Metro City,314842,True,True,False,False,False,0.00956384384262221,-0.0063531534928780165,1.0,260.0,0.0,False,,0.0,314842.0
1765078,Rock Island,IL,Principal City,1037034,True,True,False,False,False,-0.010704164402841831,0.0024480945275440202,-1.0,-729.0,0.0,False,,0.0,1037034.0
1765000,Rockford,IL,Principal City,2254724,True,False,True,False,False,0.0028541719025445556,-0.0010318670241965533,1.0,-604.0,135.0,False,,0.0,2254724.0
1768003,Schaumburg Village,IL,Principal City,403348,False,False,True,False,False,0.010769419199906594,-0.004980550877762835,1.0,-286.0,113.0,False,,0.0,403348.0
1770122,Skokie,IL,Principal City,532514,False,False,True,False,False,0.007811224757057422,-0.0025995464378543165,1.0,145.0,299.0,False,,0.0,532514.0
1772000,Springfield,IL,Principal City,1288399,True,True,True,False,False,0.0026929773286730185,0.0016353288152908263,0.2443562165437776,204.0,87.0,False,,0.0,1288399.0
17163,St. Clair County,IL,Urban County,3438146,True,False,True,False,False,-0.00787851518094218,0.004736330710003678,-1.0,295.9534319999948,740.0,False,,0.0,3438146.0
1777005,Urbana,IL,Principal City,392195,True,True,False,False,False,0.0005626292918998743,0.013111162134259446,-0.9177069074165475,225.0,55.0,False,,0.0,392195.0
1779293,Waukegan,IL,Metro City,735595,True,False,False,False,False,0.008563824637479955,-0.0006394348117902959,1.0,387.0,2.0,False,,0.0,735595.0
17197,Will County,IL,Urban County,2089349,True,False,True,False,False,0.008983249402020332,0.004231528445490351,0.3595763024820792,1462.2356830000062,2002.0,False,,0.0,2089349.0
1801468,Anderson,IN,Principal City,916076,True,False,False,False,False,-0.00501057389916304,0.002574588903518471,-1.0,18.0,56.0,False,,0.0,916076.0
1805860,Bloomington,IN,Principal City,778293,True,False,True,False,False,0.024898524884272355,0.003974763926801739,0.7246753597894776,870.0,,False,,0.0,778293.0
1814734,Columbus,IN,Principal City,302484,True,False,False,False,False,0.025076375242365057,0.006033394043407636,0.6121222251450856,226.0,,False,,0.0,302484.0
1819486,East Chicago,IN,Metro City,1219342,True,False,True,False,False,-0.020625005279782727,0.007115824929070147,-1.0,-64.0,3.0,False,,0.0,1219342.0
1820728,Elkhart,IN,Principal City,712246,True,True,False,False,False,0.01639740988826932,0.0036521123723596283,0.635690833438835,-40.0,182.0,False,,0.0,712246.0
1822000,Evansville,IN,Principal City,2485311,True,False,False,False,False,0.00041958813937181816,0.0009918363005216868,-0.40544016737661565,395.0,191.0,False,,0.0,2485311.0
1825000,Fort Wayne,IN,Principal City,1880267,True,False,True,False,False,0.0021903394803592935,0.006616740868223392,-0.50259577665559,965.0,,False,,0.0,1880267.0
1827000,Gary,IN,Principal City,3210180,True,True,True,False,False,-0.02707085569130474,0.006909347802184662,-1.0,-147.0,8.0,False,,0.0,3210180.0
1828386,Goshen,IN,Principal City,274772,True,True,False,False,False,0.005252280757004568,0.005905742295680749,-0.05856427573152552,-25.0,23.0,False,,0.0,274772.0
1829898,Greenwood,IN,Metro City,292739,True,False,True,False,False,0.02455983899451608,0.015799045653935195,0.21707223618522548,470.0,358.0,False,,0.0,292739.0
